category,category_id,category_position,tool_id,title,description,tags,download,github,website,icon,tool_position,created_at,updated_at
流量分析,57,0,81,LovelySparK,流量日志分析工具 基础流量分析功能 AI agent 多协议快速分析,安全工具 | 流量分析 | PCAP | 付费工具,https://lovely.mzy0.com/lovelyspark.exe,,https://auth.mzy0.com/,https://bu.dusays.com/2025/09/18/68cae8c7019b1.png,0,2026-05-24T17:57:56.417787+08:00,2026-05-24T17:58:18.317318+08:00
流量分析,57,0,98,Wireshark,全球最流行的开源网络协议分析器，支持实时抓包和离线数据包深度分析，可解析数百种网络协议,网络取证 | 抓包 | 协议分析 | PCAP,https://www.wireshark.org/download.html,,https://www.wireshark.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Wireshark.png?no-wait=on,0,2026-05-24T18:48:35.305137+08:00,2026-05-24T18:48:35.305137+08:00
流量分析,57,0,99,Zeek,强大的开源网络安全监控框架（原名Bro），通过深度协议分析生成丰富的网络活动日志用于安全分析和取证,网络监控 | 协议分析 | 日志生成 | IDS,,https://github.com/zeek/zeek,https://zeek.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Zeek.png?no-wait=on,0,2026-05-24T18:48:35.305818+08:00,2026-05-24T18:48:35.305818+08:00
流量分析,57,0,118,Zui,原Brim，基于Zed数据湖的网络数据分析桌面应用，支持PCAP和Zeek日志的超快速搜索与可视化,流量分析 | PCAP | Zeek | 数据湖 | 桌面应用,,https://github.com/brimdata/zui,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Zui.png?no-wait=on,0,2026-05-24T19:09:24.071694+08:00,2026-05-24T19:09:24.071694+08:00
流量分析,57,0,119,RITA,基于Zeek日志的C2信标检测工具，v5版本2024年重大重写，自动识别Beacon通信模式,C2检测 | Beacon | Zeek | 威胁狩猎 | v5重写,,https://github.com/activecm/rita,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/RITA.png?no-wait=on,0,2026-05-24T19:09:24.072526+08:00,2026-05-24T19:09:24.072526+08:00
流量分析,57,0,157,科来网络分析系统,科来软件出品的国产网络流量分析工具，支持协议解析、流量回溯和网络取证，有免费技术交流版,流量分析 | 协议解析 | 网络取证 | 国产 | 免费版,,,https://www.colasoft.com.cn/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/科来网络分析系统.png?no-wait=on,0,2026-05-24T19:46:39.72645+08:00,2026-05-24T19:46:39.72645+08:00
综合分析,58,0,82,CT Stack工具集,CT Stack 安全社区致力于守护安全工具成长，秉持探索与共享的理念，收录更多优质工具。规范安全工具标准，与之共生共赢,综合应用,,,https://stack.chaitin.com/tool/index,https://didctf-file.s3.bitiful.net/didctf-tools-ico/ct_crack.ico?no-wait=on,0,2026-05-24T18:00:17.15889+08:00,2026-05-24T18:00:55.268639+08:00
综合分析,58,0,83,棱角社区工具库,"欢迎访问棱角社区...技术是无罪的,快乐就在思考!",红队命令速查 | 虚拟身份生成 | 反弹shell命令,,,https://forum.ywhack.com/bountytips.php,https://didctf-file.s3.bitiful.net/didctf-tools-ico/lengjiao.png?no-wait=on,0,2026-05-24T18:18:15.43205+08:00,2026-05-24T18:18:15.43205+08:00
综合分析,58,0,85,Whois查询网,极力推荐，查询速度极快！,whois | 域名,,,https://whoiscx.com/,,0,2026-05-24T18:27:19.736771+08:00,2026-05-24T18:27:28.540798+08:00
哈希查询,59,0,84,MD5解密聚合平台,One-Fox安全团队 MD5 解密聚合平台,MD5 | SHA1 | SHA256 | 哈希,,,https://md5.one-fox.cn/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/one-fox.png?no-wait=on,0,2026-05-24T18:20:18.297971+08:00,2026-05-24T18:20:18.297971+08:00
磁盘取证,60,0,89,The Sleuth Kit,开源数字取证工具集，提供命令行工具和C库用于分析磁盘镜像和文件系统，支持NTFS/FAT/EXT/HFS等格式,磁盘分析 | 文件系统 | 命令行 | 开源,,https://github.com/sleuthkit/sleuthkit,https://www.sleuthkit.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/The_Sleuth_Kit.png?no-wait=on,0,2026-05-24T18:48:35.29673+08:00,2026-05-24T18:48:35.29673+08:00
磁盘取证,60,0,90,Guymager,基于图形界面的免费取证磁盘镜像工具，支持EWF(E01)和dd格式，具有多线程压缩和哈希计算功能,磁盘镜像 | E01 | GUI | Linux,,https://github.com/guymager/guymager,https://guymager.sourceforge.io/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Guymager.png?no-wait=on,0,2026-05-24T18:48:35.297631+08:00,2026-05-24T18:48:35.297631+08:00
磁盘取证,60,0,91,dc3dd,美国国防部网络犯罪中心开发的dd增强版本，专为取证镜像设计，支持实时哈希校验、分段输出和日志记录,磁盘镜像 | 哈希校验 | 命令行 | 取证镜像,https://sourceforge.net/projects/dc3dd/,,https://sourceforge.net/projects/dc3dd/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/dc3dd.png?no-wait=on,0,2026-05-24T18:48:35.298819+08:00,2026-05-24T18:48:35.298819+08:00
磁盘取证,60,0,137,Binalyze AIR,2023年崛起的云端DFIR平台，支持远程端点取证采集与自动化分析，提供免费社区版,远程取证 | 云端 | 自动化 | DFIR | 免费版,,,https://binalyze.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Binalyze_AIR.png?no-wait=on,0,2026-05-24T19:09:24.088926+08:00,2026-05-24T19:09:24.088926+08:00
Windows取证,61,0,94,RegRipper,开源Windows注册表取证分析工具，通过插件机制从注册表hive文件中提取和解析关键取证信息,注册表 | Windows | 插件化 | hive分析,,https://github.com/keydet89/RegRipper3.0,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/RegRipper.png?no-wait=on,0,2026-05-24T18:48:35.301946+08:00,2026-05-24T18:48:35.301946+08:00
Windows取证,61,0,95,Eric Zimmerman Tools,一套免费的Windows数字取证工具集，包含MFTECmd、PECmd、LECmd等，覆盖注册表、预读取、快捷方式等多种取证工件解析,Windows取证 | MFT | Prefetch | LNK | 注册表,https://ericzimmerman.github.io/,https://github.com/EricZimmerman,https://ericzimmerman.github.io/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Eric_Zimmerman_Tools.png?no-wait=on,0,2026-05-24T18:48:35.302731+08:00,2026-05-24T18:48:35.302731+08:00
Windows取证,61,0,96,Chainsaw,快速搜索和分析Windows事件日志、注册表及MFT等取证工件的Rust命令行工具，支持Sigma规则,事件日志 | Sigma | 威胁狩猎 | Rust,,https://github.com/WithSecureLabs/chainsaw,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Chainsaw.png?no-wait=on,0,2026-05-24T18:48:35.303606+08:00,2026-05-24T18:48:35.303606+08:00
Windows取证,61,0,97,Hayabusa,基于Sigma规则的Windows事件日志快速威胁狩猎与取证时间线生成工具，由大和安全团队开发,事件日志 | Sigma | 时间线 | 威胁检测,,https://github.com/Yamato-Security/hayabusa,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Hayabusa.png?no-wait=on,0,2026-05-24T18:48:35.304272+08:00,2026-05-24T18:48:35.304272+08:00
Windows取证,61,0,120,Takajo,大和安全团队用Nim编写的Hayabusa结果分析器，2024-2025活跃开发，生成威胁狩猎报告与统计,Hayabusa | 结果分析 | Nim | 威胁狩猎 | 报告,,https://github.com/Yamato-Security/takajo,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Takajo.png?no-wait=on,0,2026-05-24T19:09:24.073397+08:00,2026-05-24T19:09:24.073397+08:00
Windows取证,61,0,126,RECmd,Eric Zimmerman的注册表命令行批量解析工具，支持自定义BatchMC文件提取关键取证信息,注册表 | 批量解析 | 命令行 | Zimmerman | Windows,https://ericzimmerman.github.io/,https://github.com/EricZimmerman/RECmd,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/RECmd.png?no-wait=on,0,2026-05-24T19:09:24.079315+08:00,2026-05-24T19:09:24.079315+08:00
Windows取证,61,0,127,SrumECmd,Windows SRUM数据库解析工具，可提取30天内应用执行、网络使用、能耗等系统资源监控记录,SRUM | 应用执行 | 网络使用 | Zimmerman | Windows,https://ericzimmerman.github.io/,https://github.com/EricZimmerman/Srum,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/SrumECmd.png?no-wait=on,0,2026-05-24T19:09:24.079908+08:00,2026-05-24T19:09:24.079908+08:00
Windows取证,61,0,143,WELA,大和安全团队开发的Windows事件日志分析器，PowerShell编写，专注登录事件时间线分析,事件日志 | 登录分析 | PowerShell | 时间线 | 大和安全,,https://github.com/Yamato-Security/WELA,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/WELA.png?no-wait=on,0,2026-05-24T19:09:24.094118+08:00,2026-05-24T19:09:24.094118+08:00
逆向工程,62,0,100,Ghidra,由美国国家安全局(NSA)开发的开源软件逆向工程框架，支持反编译、反汇编和脚本自动化分析,逆向工程 | 反编译 | NSA | 恶意软件分析,,https://github.com/NationalSecurityAgency/ghidra,https://ghidra-sre.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Ghidra.png?no-wait=on,0,2026-05-24T18:48:35.307246+08:00,2026-05-24T18:48:35.307246+08:00
逆向工程,62,0,101,x64dbg,Windows平台开源用户态调试器，支持x86和x64程序的动态调试与分析，插件生态丰富,调试器 | Windows | 动态分析 | x86 | x64,https://x64dbg.com/,https://github.com/x64dbg/x64dbg,https://x64dbg.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/x64dbg.png?no-wait=on,0,2026-05-24T18:48:35.307976+08:00,2026-05-24T18:48:35.307976+08:00
逆向工程,62,0,140,ImHex,2022年爆火的现代化十六进制编辑器，支持模式语言、数据处理器和可视化，45000+ Star,十六进制 | 模式语言 | 可视化 | 现代化 | C++,,https://github.com/WerWolv/ImHex,https://imhex.werwolv.net/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/ImHex.png?no-wait=on,0,2026-05-24T19:09:24.09167+08:00,2026-05-24T19:09:24.09167+08:00
移动取证,63,0,102,MVT,由国际特赦组织开发的移动设备取证验证工具包，用于检测手机是否被Pegasus等间谍软件入侵,移动取证 | 间谍软件检测 | iOS | Android,,https://github.com/mvt-project/mvt,https://mvt.re/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/MVT.png?no-wait=on,0,2026-05-24T18:48:35.309203+08:00,2026-05-24T18:48:35.309203+08:00
移动取证,63,0,103,ALEAPP,Android设备取证解析工具，可从文件系统提取和分析日志、事件、应用数据及Protobuf记录,Android取证 | 日志解析 | 应用数据 | 自动化,,https://github.com/abrignoni/ALEAPP,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/ALEAPP.png?no-wait=on,0,2026-05-24T18:48:35.309908+08:00,2026-05-24T18:48:35.309908+08:00
移动取证,63,0,104,iLEAPP,iOS设备取证解析工具，可从iOS备份和文件系统中提取并分析日志、plist及应用数据,iOS取证 | 日志解析 | plist | 备份分析,,https://github.com/abrignoni/iLEAPP,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/iLEAPP.png?no-wait=on,0,2026-05-24T18:48:35.310452+08:00,2026-05-24T18:48:35.310452+08:00
移动取证,63,0,105,Frida,跨平台动态插桩工具包，可在运行时注入JavaScript脚本来hook和修改应用程序行为，移动应用逆向必备,动态插桩 | Hook | 移动安全 | 逆向工程,,https://github.com/frida/frida,https://frida.re/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Frida.png?no-wait=on,0,2026-05-24T18:48:35.311158+08:00,2026-05-24T18:48:35.311158+08:00
应急响应,64,0,106,Velociraptor,开源的端点监控与数字取证响应(DFIR)平台，支持大规模端点数据采集、威胁狩猎与实时监控,DFIR | 端点监控 | 威胁狩猎 | VQL,,https://github.com/Velocidex/velociraptor,https://docs.velociraptor.app/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Velociraptor.png?no-wait=on,0,2026-05-24T18:48:35.312519+08:00,2026-05-24T18:48:35.312519+08:00
应急响应,64,0,107,GRR Rapid Response,Google开发的远程实时取证与事件响应框架，支持大规模终端调查与自动化数据采集,事件响应 | Google | 远程取证 | 大规模,,https://github.com/google/grr,https://grr-doc.readthedocs.io/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/GRR_Rapid_Response.png?no-wait=on,0,2026-05-24T18:48:35.313313+08:00,2026-05-24T18:48:35.313313+08:00
应急响应,64,0,108,FireKylin,国产应急响应与取证分析工具（火麒麟），支持Windows/Linux系统的自动化安全检查和入侵痕迹排查,应急响应 | 国产工具 | 入侵检测 | 自动化,,https://github.com/MountCloud/FireKylin,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/FireKylin.png?no-wait=on,0,2026-05-24T18:48:35.313999+08:00,2026-05-24T18:48:35.313999+08:00
应急响应,64,0,125,CyberTriage,Sleuth Kit作者开发的自动化DFIR分类工具，提供免费Lite版，自动分析端点威胁指标,自动化分诊 | DFIR | 免费版 | 端点分析 | 2024,,,https://www.cybertriage.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/CyberTriage.png?no-wait=on,0,2026-05-24T19:09:24.078733+08:00,2026-05-24T19:09:24.078733+08:00
应急响应,64,0,130,Magnet Response,Magnet Forensics出品的免费端点数据采集工具，一键收集RAM、磁盘关键工件用于快速分诊,免费 | 端点采集 | RAM | 快速分诊 | Magnet,,,https://www.magnetforensics.com/resources/magnet-response/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Magnet_Response.png?no-wait=on,0,2026-05-24T19:09:24.082457+08:00,2026-05-24T19:09:24.082457+08:00
应急响应,64,0,133,Wazuh,开源XDR和SIEM平台，2024年持续活跃，支持入侵检测、日志分析、合规审计和取证数据采集,XDR | SIEM | 入侵检测 | 日志分析 | 开源,,https://github.com/wazuh/wazuh,https://wazuh.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Wazuh.png?no-wait=on,0,2026-05-24T19:09:24.084733+08:00,2026-05-24T19:09:24.084733+08:00
隐写分析,65,0,109,zsteg,用于检测PNG和BMP图片中隐写数据的Ruby命令行工具，支持LSB隐写、zlib压缩数据等多种检测方法,隐写术 | PNG | BMP | LSB | CTF,,https://github.com/zed-0xff/zsteg,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/zsteg.png?no-wait=on,0,2026-05-24T18:48:35.315599+08:00,2026-05-24T18:48:35.315599+08:00
隐写分析,65,0,110,Stegsolve,Java编写的图像隐写分析工具，支持逐位平面查看、帧浏览、数据提取和图像合并等隐写检测功能,隐写术 | 位平面 | 图像分析 | Java | CTF,,https://github.com/Giotino/stegsolve,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Stegsolve.png?no-wait=on,0,2026-05-24T18:48:35.316365+08:00,2026-05-24T18:48:35.316365+08:00
密码破解,66,0,111,hashcat,世界最快的GPU密码恢复工具，支持300+哈希算法，利用显卡并行计算加速进行高速密码破解,密码破解 | GPU加速 | 哈希 | 暴力破解,,https://github.com/hashcat/hashcat,https://hashcat.net/hashcat/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/hashcat.png?no-wait=on,0,2026-05-24T18:48:35.317829+08:00,2026-05-24T18:48:35.317829+08:00
密码破解,66,0,112,John the Ripper,经典开源密码破解工具，支持数百种哈希和加密格式的暴力破解、字典攻击和规则变换,密码破解 | 字典攻击 | 哈希 | 开源,,https://github.com/openwall/john,https://www.openwall.com/john/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/John_the_Ripper.png?no-wait=on,0,2026-05-24T18:48:35.318401+08:00,2026-05-24T18:48:35.318401+08:00
综合工具,67,0,113,Ciphey,AI驱动的自动化解密/解码工具，利用自然语言处理自动识别加密类型并尝试破解，CTF比赛神器,自动解密 | AI | CTF | 编码识别,,https://github.com/Ciphey/Ciphey,https://docs.ciphey.online/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Ciphey.png?no-wait=on,0,2026-05-24T18:48:35.319719+08:00,2026-05-24T18:48:35.319719+08:00
综合工具,67,0,114,Loki,基于YARA规则、哈希值和文件名等IOC指标的简易主机端威胁扫描器，快速检测已知恶意软件,IOC扫描 | YARA | 威胁检测 | 应急响应,,https://github.com/Neo23x0/Loki,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Loki.png?no-wait=on,0,2026-05-24T18:48:35.320438+08:00,2026-05-24T18:48:35.320438+08:00
浏览器取证,68,0,115,Hindsight,用于解析Google Chrome/Chromium浏览器数据的开源取证工具，支持浏览历史、下载记录、缓存和Cookie分析,Chrome取证 | 浏览器 | 历史记录 | Cookie,,https://github.com/obsidianforensics/hindsight,https://dfir.blog/hindsight/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Hindsight.png?no-wait=on,0,2026-05-24T18:48:35.321825+08:00,2026-05-24T18:48:35.321825+08:00
URL解析,69,0,121,Unfurl,URL与时间戳解码可视化工具，可解析Google/社交媒体等复杂URL中隐藏的时间戳和参数信息,URL解析 | 时间戳 | 可视化 | 浏览器取证 | DFIR,,https://github.com/obsidianforensics/unfurl,https://dfir.blog/unfurl/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Unfurl.png?no-wait=on,0,2026-05-24T19:09:24.075198+08:00,2026-05-24T19:09:24.075198+08:00
IOC扫描,70,0,124,Thor Lite,Nextron Systems出品的免费IOC/YARA扫描器，Thor APT扫描器精简版，规则库持续更新,IOC扫描 | YARA | APT检测 | 免费 | Nextron,,,https://www.nextron-systems.com/thor-lite/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Thor_Lite.png?no-wait=on,0,2026-05-24T19:09:24.078004+08:00,2026-05-24T19:09:24.078004+08:00
取证发行版,71,0,128,Tsurugi Linux,专注DFIR/OSINT/恶意软件分析的Linux发行版，日本团队开发，预装数百种取证工具，持续更新,取证发行版 | DFIR | OSINT | Linux | 预装工具,,,https://tsurugi-linux.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Tsurugi_Linux.png?no-wait=on,0,2026-05-24T19:09:24.081206+08:00,2026-05-24T19:09:24.081206+08:00
取证发行版,71,0,129,CAINE,意大利团队开发的计算机取证Linux发行版，CAINE 13.0基于Ubuntu 22.04，提供完整取证环境,取证发行版 | Ubuntu | 意大利 | 完整环境 | 免费,,,https://www.caine-live.net/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/CAINE.png?no-wait=on,0,2026-05-24T19:09:24.081826+08:00,2026-05-24T19:09:24.081826+08:00
日志分析,72,0,131,LogonTracer,JPCERT/CC开发的Windows登录事件可视化分析工具，通过图数据库展示账户登录关系和异常模式,登录分析 | 可视化 | 图数据库 | JPCERT | Windows,,https://github.com/JPCERTCC/LogonTracer,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/LogonTracer.png?no-wait=on,0,2026-05-24T19:09:24.08356+08:00,2026-05-24T19:09:24.08356+08:00
日志分析,72,0,141,Sigma CLI,Sigma检测规则官方命令行工具，2022年新架构重写，支持规则验证、转换和管理,Sigma | 检测规则 | CLI | 规则转换 | 2022,,https://github.com/SigmaHQ/sigma-cli,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Sigma_CLI.png?no-wait=on,0,2026-05-24T19:09:24.092264+08:00,2026-05-24T19:09:24.092264+08:00
密码取证,73,0,134,RsaCtfTool,RSA攻击自动化工具，集成20+种RSA已知漏洞攻击方法（Wiener/Boneh-Durfee/Fermat等），CTF密码学必备,RSA | 密码学 | CTF | 自动化 | Python,,https://github.com/RsaCtfTool/RsaCtfTool,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/RsaCtfTool.png?no-wait=on,0,2026-05-24T19:09:24.085834+08:00,2026-05-24T19:09:24.085834+08:00
蓝队工具,74,0,135,OpenIR,WgpSec狼组安全团队开源的应急响应工具箱，集成Windows/Linux主机排查、日志分析等功能,应急响应 | 国产 | WgpSec | 主机排查 | 开源,,https://github.com/wgpsec/OpenIR,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/OpenIR.png?no-wait=on,0,2026-05-24T19:09:24.086967+08:00,2026-05-24T19:09:24.086967+08:00
蓝队工具,74,0,155,DPark应急响应工具箱,国产Windows应急响应工具箱，集成进程分析、启动项检查、网络连接排查等功能，GUI界面,应急响应 | Windows | GUI | 国产 | 排查,,https://github.com/crisprss/DPark,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/DPark应急响应工具箱.png?no-wait=on,0,2026-05-24T19:46:39.724876+08:00,2026-05-24T19:46:39.724876+08:00
蓝队工具,74,0,156,GScan,国产Linux主机安全检查脚本，自动化检测Rootkit、后门、异常进程、可疑文件等入侵痕迹,Linux | 安全检查 | Rootkit | 后门检测 | 国产,,https://github.com/grayddq/GScan,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/GScan.png?no-wait=on,0,2026-05-24T19:46:39.725563+08:00,2026-05-24T19:46:39.725563+08:00
蓝队工具,74,0,160,EHole,棱洞3.0，红队重点攻击系统指纹探测工具，蓝队可用于资产梳理和暴露面排查,指纹探测 | 资产梳理 | 棱洞 | 红蓝通用 | 国产,,https://github.com/EdgeSecurityTeam/EHole,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/EHole.png?no-wait=on,0,2026-05-24T19:46:39.730313+08:00,2026-05-24T19:46:39.730313+08:00
蓝队工具,74,0,161,Hfish蜜罐,国产开源蜜罐平台，支持40+协议仿真，可快速部署用于攻击溯源和威胁感知,蜜罐 | 攻击溯源 | 协议仿真 | 国产 | 开源,,https://github.com/hacklcx/HFish,https://hfish.net/#/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Hfish蜜罐.png?no-wait=on,0,2026-05-24T19:46:39.730932+08:00,2026-05-24T19:46:39.730932+08:00
蓝队工具,74,0,164,Tai-e,南京大学开发的Java静态分析框架，支持污点分析/指针分析/数据流分析，可用于恶意代码审计,静态分析 | Java | 污点分析 | 南京大学 | 国产,,https://github.com/pascal-lab/Tai-e,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Tai-e.png?no-wait=on,0,2026-05-24T19:46:39.732961+08:00,2026-05-24T19:46:39.732961+08:00
蓝队工具,74,0,165,Veinmind,长亭科技开源的容器安全工具集，支持镜像漏洞扫描、恶意文件检测和敏感信息发现,容器安全 | 长亭 | 镜像扫描 | 恶意检测 | 国产,,https://github.com/chaitin/veinmind-tools,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Veinmind.png?no-wait=on,0,2026-05-24T19:46:39.733715+08:00,2026-05-24T19:46:39.733715+08:00
威胁情报,75,0,136,OpenCTI,开源网络威胁情报平台，支持STIX2标准，可关联IOC/TTPs/威胁行为者，6000+ Star,威胁情报 | STIX2 | IOC | 开源 | 协作平台,,https://github.com/OpenCTI-Platform/opencti,https://www.opencti.io/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/OpenCTI.png?no-wait=on,0,2026-05-24T19:09:24.088234+08:00,2026-05-24T19:09:24.088234+08:00
威胁情报,75,0,144,360威胁情报中心,360安全大脑驱动的威胁情报查询平台，支持IP/域名/文件Hash信誉查询和关联分析,威胁情报 | 360 | IP查询 | Hash查询 | 国产,,,https://ti.360.net/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/360威胁情报中心.png?no-wait=on,0,2026-05-24T19:46:39.711152+08:00,2026-05-24T19:46:39.711152+08:00
威胁情报,75,0,145,绿盟威胁情报中心,绿盟科技NTI威胁情报中心，提供漏洞情报、IP信誉、域名信誉和恶意样本情报查询,威胁情报 | 绿盟 | 漏洞情报 | IP信誉 | 国产,,,https://nti.nsfocus.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/绿盟威胁情报中心.png?no-wait=on,0,2026-05-24T19:46:39.712438+08:00,2026-05-24T19:46:39.712438+08:00
威胁情报,75,0,146,安恒威胁情报中心,安恒信息恒脑威胁情报平台，提供APT追踪、样本分析、IOC查询等威胁情报服务,威胁情报 | 安恒 | APT | IOC | 国产,,,https://ti.dbappsecurity.com.cn/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/安恒威胁情报中心.png?no-wait=on,0,2026-05-24T19:46:39.713229+08:00,2026-05-24T19:46:39.713229+08:00
威胁情报,75,0,147,天际友盟情报查询,天际友盟RedQueen威胁情报平台，聚合多源情报数据，支持IOC批量查询和情报订阅,威胁情报 | 天际友盟 | IOC | 多源聚合 | 国产,,,https://redqueen.tj-un.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/天际友盟情报查询.png?no-wait=on,0,2026-05-24T19:46:39.713988+08:00,2026-05-24T19:46:39.713988+08:00
容器取证,76,0,138,Falco,CNCF孵化的云原生运行时安全工具，基于eBPF/内核模块检测容器和K8s异常行为，7000+ Star,容器安全 | Kubernetes | eBPF | CNCF | 运行时,,https://github.com/falcosecurity/falco,https://falco.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Falco.png?no-wait=on,0,2026-05-24T19:09:24.09012+08:00,2026-05-24T19:09:24.09012+08:00
云取证,77,0,142,Prowler,AWS/Azure/GCP云安全审计与取证工具，支持300+检查项，2024年持续活跃，10000+ Star,云安全 | AWS | Azure | GCP | 审计取证,,https://github.com/prowler-cloud/prowler,https://prowler.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Prowler.png?no-wait=on,0,2026-05-24T19:09:24.093476+08:00,2026-05-24T19:09:24.093476+08:00
网络空间测绘,78,0,148,FOFA,白帽汇出品的网络空间资产搜索引擎，支持全球IPv4/IPv6资产测绘，取证中用于资产关联分析,网络空间 | 资产测绘 | 白帽汇 | 搜索引擎 | 国产,,,https://fofa.info/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/FOFA.png?no-wait=on,0,2026-05-24T19:46:39.715656+08:00,2026-05-24T19:46:39.715656+08:00
网络空间测绘,78,0,149,Hunter鹰图平台,奇安信出品的网络空间测绘平台，支持资产发现、指纹识别和关联分析，取证溯源利器,网络空间 | 奇安信 | 资产发现 | 指纹识别 | 国产,,,https://hunter.qianxin.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Hunter鹰图平台.png?no-wait=on,0,2026-05-24T19:46:39.716472+08:00,2026-05-24T19:46:39.716472+08:00
网络空间测绘,78,0,150,Quake,360出品的网络空间测绘系统，支持服务识别、漏洞关联和资产画像，每日更新全球资产数据,网络空间 | 360 | 服务识别 | 资产画像 | 国产,,,https://quake.360.net/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Quake.png?no-wait=on,0,2026-05-24T19:46:39.717153+08:00,2026-05-24T19:46:39.717153+08:00
网络空间测绘,78,0,151,ZoomEye钟馗之眼,知道创宇出品的网络空间搜索引擎，支持设备指纹、Web组件和工控设备搜索,网络空间 | 知道创宇 | 设备搜索 | 工控 | 国产,,,https://www.zoomeye.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/ZoomEye%E9%92%9F%E9%A6%97%E4%B9%8B%E7%9C%BC.svg?no-wait=on,0,2026-05-24T19:46:39.718215+08:00,2026-05-24T19:47:46.361528+08:00
漏洞情报,79,0,154,Seebug漏洞平台,知道创宇出品的漏洞信息平台，收录海量PoC/Exp，支持漏洞搜索和订阅预警,漏洞 | 知道创宇 | PoC | Exp | 国产,,,https://www.seebug.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Seebug漏洞平台.png?no-wait=on,0,2026-05-24T19:46:39.724151+08:00,2026-05-24T19:46:39.724151+08:00
密码恢复,80,0,158,Passware Kit,专业密码恢复与解密工具，支持300+文件格式密码破解，取证领域常用的加密文件处理工具,密码恢复 | 加密破解 | 取证 | 300+格式 | 专业,,,https://www.passware.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Passware_Kit.png?no-wait=on,0,2026-05-24T19:46:39.727657+08:00,2026-05-24T19:46:39.727657+08:00
